item;descricao;barras;referencia;preco;precominimo;quantidadeEstoque;parceiro
19267;CANETA AZULINA;7898458045772;;6.82;6.14;0;0
19268;CANETA SERINGA;7898458054958;;7.59;6.83;0;0
19269;DESCANSO DE PANELA ABRE E FECHA SILICONE;7898516903594;SN12236;19.9;17.91;0;1479
19270;KIT MARCADOR DE TAÇAS;7898458073331;;21.78;19.6;0;0
19271;TAPA OLHOS GATINHO;7898498031025;;30;27;0;0
19286;DIREÇÃO DIVERTIDA;27084790214;R0002;164.89;148.4;0;0
19273;DISCO FLASH;7898486478160;2767;64.9;58.41;0;5957
19274;CAT MINI MOVER LUZ E SOM;7898486476890;2640;63.99;57.59;0;5957
19275;CARRO COM LUZ E SOM MAXIMUM BOOST;7898486482587;3205;152.9;137.61;0;0
19276;CAT LINHAPRE SCHOOL RUMBLIN RIDE;7898486482563;3203;107.78;97;0;5957
19277;MUNDO DE AVENTURAS ANIMAIS NA CAIXA;7898486478979;2848;42.79;38.51;0;0
19278;CARRO COM SOM E LUZ STREET BEATZ;7898486482594;3206;141.9;127.71;0;0
19281;COLEÇÃO DIVERSAO ANIMAIS DIVERSOS;7898486478917;;35.97;32.37;0;0
19288;CANECA NA LATA MIMOS NAMORADOS;7898458078961;;43.89;39.5;0;0
19298;MOBILITY MECHANIC;7898179821723;150;91.08;81.97;0;0
19289;CANECA TERMOSSENSIVEL BONS TEMPOS;7898458080155;;32.78;29.5;0;0
19299;KIT PARA CHURRASCO 15 PÇS CABO EM MADEIRA;7897753692971;BBQW-15;170;153;0;5213
19290;CANECO PAI REI;7898458067491;;43.89;39.5;0;0
19305;ANGRY BIRDS DE VINIL GROW;7891219027772;2777;42.9;38.61;0;0
19291;TULIPA PAI NO PODIUM;7898458079708;;35.19;31.67;0;0
19300;CONJUNTO DE INOX PARA CHURRASCO 3 PÇS;7897753699321;BBQ-3;50;45;0;5213
19292;CANECA MENINO/MENINA;7898458067590;;26.13;23.52;0;0
19301;KIT PARA CHURRASCO 4 PÇS CABO INOX;7897753696092;BBQ6092;72.49;65.24;0;0
19293;KIT PINGA SINAL DE TRANSITO;7898458071092;;25.29;22.76;0;0
19302;CONJUNTO DE FACAS 7 PÇS INOX COM TABUA;7897753600174;610-7B;100;90;0;0
19295;SAPO REI;7898458066906;;53.79;48.41;0;0
19296;CANETA SORVETE MORANDO;7898458070422;;12.1;10.89;0;0
19303;COLEÇÃO GALINHA PINTADINHA EM VINIL;7899455901153;2115;70;63;0;1110
19304;KIT DE LIMPESA DA BARBIE;7898125117559;755;97.9;88.11;0;13287
19306;PINTINHO AMARELINHA MUSICAL;7891219028687;2868;51.15;46.04;0;0
19307;CONJUNTO SUNDAE 12 PÇS;;344;167.64;150.88;0;0
19316;BOLEIRA CAKE COM TAMPA 25 CM;;10110/0460;44;39.6;0;194
19308;CONJUNTO INFANTIL 5 PÇS HORA DA PAPINHA;7897217801109;8715;83;74.7;0;220
19323;JOGO DE UTENSÍLIOS 5 PÇS UTILITY PEQUENO;7891116081112;66906/720;75;67.5;0;87
19309;CONJUNTO PARA SERVIR 5 PÇS;7897217800782;78;86.9;78.21;0;0
19310;CONJUNTO INFANTIL 3 PÇS HORA DA PAPINHA;7898130700616;61;29.4;26.46;0;220
19311;LEGO PERSEGUIÇÃO DE POLICIA 5 A 12 ANOS;673419163132;4437;118.25;106.43;0;0
19312;LEGO NAVIO PATRULHA COSTEIRA;5702014974142;14;373.89;336.5;0;0
19325;IRON MAN 3 COM LUZ E SOM;5010994711610;1954;126.5;113.85;0;0
19313;LEGO PALCO DE ANDREA;5702014831360;3932;47.85;43.07;0;0
19328;CONJUNTO GARFO E FACA PARA CHURRASCO;;22299/058;23.65;21.28;0;5932
19326;BONECO SPIDER MAN;;E5766;155;139.5;0;4820
19314;OMELETEIRA N° 18;7896502827053;4761/319;51.7;46.53;0;0
19327;BONECO HOMEN DE FERRO;;E5582;115;103.5;1;4820
19332;BEYBLADE  COM LANÇADOR;;E4603;170;153;0;4820
19334;VASO DE VIDRO LEITOSO 33 CM;7893979287458;19059-001;76.99;69.29;0;0
19333;BEYBLADE SPARK COM LANÇADOR;5010994709297;;83.88;75.49;0;0
19335;ROSA TOQUE REAL MAUVE 68 CM;7893979844163;08010-005;29.59;26.63;0;0
19336;VASO DE VIDRO 40 CM;7893979328588;25117-001;76.89;69.2;0;4960
19337;VASO DE VIDRO PRETO 33 CM;7893979287519;19063-001;54.99;49.49;0;0
19348;LIRIO BRANCO;7893979296696;20029-003;35.2;31.68;0;4960
19331;RELOGIO DE PAREDE DUPLO LONDON;;13364-001;157.19;141.47;0;0
19338;VASO DE VIDRO BRANCO 50 CM;7893979287434;19057-001;76.99;69.29;0;0
19339;VASO FRUTEIRA DE VIDRO 14.5 CM;7893979328878;25144-001;31.9;28.71;0;0
19340;VASO DE VIDRO 20 CM;7893979262868;17326-001;43.01;38.71;0;0
19349;SUCULENTA NO POTE PORCELANA BRANCO 8 CM;7893979142870;25354-001;13.2;11.88;0;0
19341;VASO DE VIDRO PRATEADO 15 CM;7893979262981;17328-001;42.9;38.61;0;4960
19342;VASO DE VIDRO TRIANGULAR 28 CM;7893979290878;19495-001;72.6;65.34;0;0
19350;BOLA DE ROSA;7893979187512;14558-001;16.49;14.84;5;0
19343;VASO DE VIDRO 14.5 CM;7893979328670;25122-001;20.46;18.41;0;0
19344;VASO DE VIDRO LEITOSO 40 CM;7893979287571;19070-001;86.9;78.21;0;0
19351;BUQUE DE ROSA BEATY OUTONO 52 CM;7893979369475;26707-006;37.4;33.66;0;0
19345;VASO DE VIDRO 20 CM;7893979290892;19497-001;46.2;41.58;0;0
19346;VASO DE VIDRO 10 CM QUADRADO;7893979290991;19506-001;37.62;33.86;0;0
19347;VASO DE VIDRO 25 CM COM FURO;27893979290926;19499-001;81.39;73.25;0;0
19352;BUQUE DE ROSA BEAUTY 33 CM;7893979372185;26794-007;10;9;0;4960
19369;GALHO C. WILLOW 92 CM;7893979279804;18508-001;13.97;12.57;0;0
19353;BUQUE DE PETUNIA CREME LARANJA;7893979364463;26516;9.9;8.91;0;4960
19354;BUQUE DE MARGARIDA VERMELHO OUTONO 35 CM;7893979340733;25402-006;12;10.8;0;4960
19355;BUQUE DE MARGARIDA CREME OUTONO 35 CM;7893979340740;25586-006;11;9.9;0;4960
19356;HAMBURGUER;7893979146038;;16.49;14.84;0;0
19357;PAO;7893979297846;;10.99;9.89;0;0
19358;BUQUE DE ROSA BOTAO BEAUTY OUTONO 39 CM;7893979883025;10481;11.55;10.4;0;0
19359;VIOLETA FLOR;7893979166968;14080-001;5.39;4.85;0;0
19360;BUQUE DE ROSA 33 CM MAUVE OUTONO;7893979269454;17976-004;10.99;9.89;0;0
19361;BUQUE DE ROSA PESSEGO SALMÃO;7893979372123;26794-002;10;9;0;4960
19362;BERINJELA PACOTE COM 7 UNIDADES;7893979229472;15972-001;11.99;10.79;0;0
19363;BUQUE DE MARGARIDA VERMELHO 32 CM;7893979337696;25402-007;3.52;3.17;0;0
19364;SUPER FLOWER COMPLETO;;943;288.78;259.9;0;38
19365;KIT DE FRUTAS E VERDURAS;7898179822126;209;22;19.8;0;38
19366;C PAD CALESITA;7898179822027;8282;43.99;39.59;0;0
19367;ZOO MALUCO;7898179822072;880;70;63;0;38
19370;ORQUIDEA PHALAENOPSIS TOQUE REAL COR VINHO 41 CM;7893979212245;14963-002;20.35;18.32;0;0
19373;PORTA PIJAMA CUP CAKE;7898458085020;;91.3;82.17;0;0
19392;CACHORRINHO APRENDER E BRINCAR;746775346317;BHT2222;234;210.6;0;4320
19368;COLUNA DE MADEIRA ESPIRAL PARA FLOR;157936;81859;173.36;156.02;0;0
19371;ORQUIDEA DANÇANTE PURPURA 94 CM;7893979238856;16085-001;43.78;39.4;0;4960
19374;PORTA RETRATO BOA AMIZADE;7898458085280;;30.8;27.72;0;0
19372;CAPIM CARINHO DE MAE COM FLOR LILÁS;7893979239693;16195-002;6.05;5.45;0;0
19375;TELEFONE LUMINARIA RETRO;7898458066982;;153.89;138.5;0;5048
19376;CANECO TORCEDOR OFICIAL;7898458071054;;40.04;36.04;0;0
19377;CANECA TERMOSSENSIVEL EU TE AMO;7898458077605;;51.7;46.53;0;0
19378;CANECA TERMOSSENSIVEL FAMILIA;7898458098198;;49.5;44.55;0;0
19379;DESPERTADOR BOMBA;7898458070330;;140.8;126.72;0;0
19380;CANETA GATO/CACHORRO;7898458067712;;10.99;9.89;0;0
19381;CANETA FOSFORO;7898458067095;;7.15;6.44;0;0
19382;CASE DE CELULAR RETRO;7898458073126;;33;29.7;0;0
19383;KIT PIZZA VINIL;7898458074017;;69.19;62.27;0;0
19393;CASA DO CACHORRINHO APRENDER E BRINCAR;746775117467;X2732;164.89;148.4;0;0
19384;CONJUNTO DE LATAS ARROZ E FEIJÃO;7898458075007;;42.9;38.61;0;0
19397;MONSTER HIGH DRACULAURA AULA DE ARTE;746775299521;BDF12;108.44;97.6;0;4320
19385;KIT CAIPIRA FITA K7;7898458073676;;104.06;93.65;0;0
19394;MORDEDOR SAFARI LEAO/ELEFANTE;746775061401;W5895;25.19;22.67;0;0
19395;ALÇA DE ATIVIDADES;27084657968;N2862;68.78;61.9;0;3237
19386;KIT E HORA DO CHURRASCO NA BOLSA;7898458079012;;86.9;78.21;0;0
19398;TORRE DE ENCAIXE;7896640402334;233.2;21.99;19.79;0;0
19387;JOGO DE DARDO;;5205;75;67.5;0;3654
19388;PORTA PAPEL TOALHA FACA;7898458067897;;68.19;61.37;0;0
19396;BARBIE TREINADORA DE GOLFINHOS 2013;746775170806;X8380;148.49;133.64;0;0
19389;PORTA RETRATO TURISTA CHIC;7898458069747;;30.8;27.72;0;0
19399;BERÇO DAS PRINCESAS;7896640418267;1826.5;140.25;126.23;0;0
19390;PORTA RETRATO CUP CAKE LATA;7898458069846;;23.65;21.29;0;0
19391;PORTA RETRATO INSTANTES;7898458067392;;42.79;38.51;0;0
19400;LAGARTIXA TROCA ROUPA;7896640402280;228.7;37.95;34.16;0;0
19406;LEGO DUPLO 2 A 5 ANOS ZOOLOGICO;5702014973367;10502;236.5;212.85;0;0
19418;KIT DE PIPOCA CINEMA EM CASA;19360;19360;57.75;51.98;0;0
19407;LEGO CAMINHAO BETONEIRA 5 A 12 ANOS;5702014959408;60018;108.9;98.01;0;0
19401;QUADRANTE 5 EM 1 308 PÇS;7896640457877;578.7;118.58;106.72;0;0
19408;LEGO CAMINHAO GUINCHO 5 A 12 ANOS;5702014959392;60017;113.3;101.97;0;0
19402;BOMBEIRO RESGATE AEREO 124 PÇS;7896640406301;630.9;155;139.5;0;172
19409;LEGO CARRO FORMULA I 7 A 14 ANOS;5702014975620;42011;108.9;98.01;0;0
19403;DEFENSORES DA ORDEM 314 PÇS;7896640406820;682.1;175.99;158.39;0;172
19404;DEFENSORES DA ORDEM 268 PÇS;;684.3;125;112.5;0;172
19405;EMPILHA GIRAFA;7896640402327;232.1;48.07;43.26;0;0
19410;LEGO AVIAO DE GUARDA COSTEIRA;5702014974159;15;224.4;201.96;0;0
19411;LEGO AVIAO DE ACROBACIAS;5702014973862;19;84.59;76.13;0;0
19412;LEGO CUBOS PARA BRINCAR 1 A 3 ANOS;5702014973176;;85.69;77.12;0;0
19413;LEGO DIVERSAO COM VEICULOS 4 ANOS +;5702014840287;4635;184.69;166.22;0;0
19414;LEGO CAMINHAO DE BOMBEIROS;5702014734029;5682;152.9;137.61;0;0
19415;LEGO 8 A 16 ANOS PACOTE 103 PÇS;5702014974654;44000;104.39;93.95;0;0
19419;BASQUETE DE DEDO;19661;;71.39;64.25;0;0
19416;LEGO CAMINHAO DE COMBUSTIVEL;5702014959439;60016;104.39;93.95;0;0
19417;LEGO PERSEGUIÇÃO DE POLICIA 5 A 12 ANOS;5702014959590;60007;175.89;158.3;0;0
19424;BR H JG TWISTER RAVE RINGS A2036;5010994708399;A2036;58.29;52.46;0;0
19422;CANECA COM INFUSOR AMO CHA;20370;;31.9;28.71;0;6236
19425;ALMOFADA TE AMO GUARDA SEGREDO;7898458065053;;85.69;77.12;0;0
19423;PEGA PALITO;;20366;11.99;10.79;0;0
19428;JOGO GARRAFA DOS DESEJOS;7898458081763;;70.39;63.35;0;0
19426;DESPERTADOR PAINEL LED;7898458063882;;108.79;97.91;0;0
19427;ALMOFADA MASSAGEADORA IMA;7898458071047;;85.69;77.12;0;0
19429;PORTA RETRATO IMPORTANTE AMOR;7898458078794;;63.25;56.93;0;0
19430;FRONHA URSA;7898458078404;;49.39;44.45;0;0
19431;PANO DE PRATO 2 UNIDADES;7898458070170;;47.19;42.47;0;0
19432;COFRE DICIONARIO;7898458066388;;72.6;65.34;0;0
19434;ALMOFADA MASSAGEADORA SETA;7898458081602;;85.69;77.12;0;0
19435;ALMOFADA MASSAGEADORA ABRACINHO ROSA;7898458058031;;61.6;55.44;0;0
19436;PORTA PIJAMA MATA SAUDADES;7898458078374;;74.79;67.31;0;0
19438;PORTA RETRATO IMPORTANTE FAMILIA;7898458077285;;53.9;48.51;0;0
19440;CAIXA PORTA RETRATO IMPORTANTE AMOR;7898458077636;;94.6;85.14;0;0
19441;ALBUM CAIXA LEMBRANÇAS PRA GUARDAR;7898458077209;;89.1;80.19;0;0
19442;DESPERTADOR GRAVADOR RETRO;7898458081732;;94.16;84.74;0;0
19444;FRONHA EU E VOCE;7898458081671;;52.8;47.52;0;0
19445;APARELHO DE FONDUE EU E VC;7898458078077;;48.29;43.46;0;0
19446;PORTA CHAVES TV RETRO;7898458081749;;57.75;51.98;0;0
19447;IMA DE GELADEIRA URSO POLAR;7898458073751;;50.16;45.14;0;0
19448;PORTA RETRATO COMBINAÇÃO PERFEITA;7898458063981;;60;54;0;5048
19460;TRASH PACK CARTELA COM 5;7898486480538;3087;35;31.5;0;5957
19450;PORTA BIJU VESTIDO;7898458090253;;50.05;45.05;0;0
19461;TRASH GOSMA SLIMY;7898486481450;3093;28.49;25.64;0;0
19493;BABY ALIVE BONS SONHOS MORENA;5010994794286;A8349;273.78;246.4;0;4820
19462;TRASH PACK CONTEINER DE LIXO;7898486481405;3088;75.9;68.31;0;0
19497;CAÇAROLA FERRO Nº 30 TAMPA DE VIDRO;97897186683768;8376;600;540;1;5092
19463;TRASH PACK LIXO GAME;7898486480712;3022;119.79;107.81;0;0
19455;CHAVEIRO PORTA RETRATO GLOBO DE NEVE;7898458073119;;10;9;0;0
19456;CONJUNTO DE LATAS BALAS E BISCOITOS;7898458071962;;66;59.4;0;0
19457;CAIXA PORTA RETRATO EU E VOCE;7898458094022;;87.89;79.1;0;0
19494;TRANSFORMES PRIME DELUXE;653569711667;37975;89.1;80.19;0;0
19464;TRAH PACK VARREDOR DE RUA;7898486480545;3005;137.39;123.65;0;5957
19465;SMASHA BALLS;7898486481337;3081;134.2;120.78;0;0
19495;TRICICLO SMART PLUS COM HASTE;;223;460.9;414.81;0;0
19499;ACESSORIO PESO PARA PANELA DE PRESSÃO MTA;7897186642826;;6.82;6.14;0;0
19511;FABRICA DE CUP CAKE;7896027542936;;70;63;0;655
19512;FABRICA DE CHOCOLATE;7896027542943;;153.89;138.5;0;655
19466;TURMA DO TERROR;7898486481306;3078;116.49;104.84;0;0
19467;CAT BIG BUILDER;7898486476937;2644;143.78;129.4;0;5957
19500;ANEL DE VEDAÇÃO SILICONE PARA PANELA DE PRESSÃO MTA;7897186642833;;6.6;5.94;0;0
19468;CAT PRE SCHOOL MOVIN RUMBLER;7898486476975;2648;214.5;193.05;0;0
19501;LUVA DO VISOR PANELA DE PRESSÃO MTA;7897186642802;;10.89;9.8;0;0
19469;CAT TOUGH TRACKS;7898486476852;2636;134.2;120.78;0;0
19516;KIT CAIPIRINHA GREMIO/INTER;7896403734924;10239/313;46.2;41.58;0;0
19470;CAT PRE SCHOOL MOTORIZADO;;2649;80.19;72.17;0;0
19471;ANGRY BIRDS SPLAT STRIKE;7898486480217;2972;64.9;58.41;0;0
19498;DISCO DE FERRO Nº 36 TAMPA DE VIDRO;7897186612065;1206;183.7;165.33;0;0
19502;VALVULA DE SEGURANÇAPANELA DE PRESSÃO MTA;7897186642819;;3.19;2.87;0;0
19513;FABRICA DE SORVETE;7896027542950;;126.5;113.85;0;0
19472;CARRO 007 PEQUENO COM LUZ/SOM/MOVIMENTO;7898486480378;2988;94.49;85.04;0;0
19517;PORTA GUARDANAPOS INOX LINHA CICLO;7891116075227;61532/000;63.69;57.32;0;0
19473;CARRO 007 MOTORIZADO;7898486480316;2982;163.9;147.51;0;0
19474;ANGRY BIRDS PULA PULA;7898486480132;2964;5.49;4.94;0;0
19475;ORBEEZ SUPER FLOR;7898486481528;3100;118.25;106.43;0;0
19514;SUPER MASSA BANDA DE ROCK;7896027543971;;60.83;54.75;0;0
19476;ABAJUR METAL CORAÇÃO BASE TABACO;7898042165824;582;177.1;159.39;0;0
19528;FRONHA PAI ENSINA;7898458086287;;33;29.7;0;0
19477;ASTROBOL;7898486481931;3141;42.9;38.61;0;0
19478;RISCA E SAI;7898170887742;441;30;27;0;5957
19479;VARINHA MAGICA FADA MADRINHA;7898170889760;652;42.9;38.61;0;0
19518;CANIVETE 9 FUNCÇÕES GREMIO;7891112133273;26365/112;31.79;28.61;0;4869
19503;ESPAGUETEIRA Nº 22 STARFLON;7897186609690;969;72.49;65.24;0;0
19480;UGGLYS;7898486483744;3319;180.4;162.36;0;5957
19481;BABY HITS KIT COM 4 CD;7898170886073;305;31.89;28.7;0;5957
19504;CALDEIRAO Nº 26 STARFLON TVT;7897186688701;8870;91.74;82.57;0;0
19482;ESTRELA CHEF;7898486479815;2932;89.65;80.69;0;0
19483;LATAO BUFA;7898486471598;2110;7.7;6.93;0;5957
19529;FRONHA OVELINHA;7898458061093;;56.1;50.49;0;0
19484;SAPO BOLHA;7898424965837;;7.69;6.92;0;0
19515;MEU PRIMEIRO TELEFONE PIM PAM PUM;7896027544084;;36.29;32.66;0;0
19485;OVO MONSTRO;7898486479167;2867;14;12.6;0;5957
19505;FRIGIDEIRA Nº 24 TAMPA DE VIDRO;7897186609133;913;77.68;69.91;0;5092
19486;NAVIO PIRATAS;7907621008077;807;104.5;94.05;0;0
19487;PELUCIA SHOPKINGS;7898486487605;3705;55;49.5;0;0
19519;PESTIQUEIRA LOFT TRAMONTINA PQNA;7896403727773;10239/231;146.08;131.47;0;0
19520;PESTISQUEIRA LOFT TRAMONTINA GDE;7896403727810;10239/234;174.9;157.41;0;0
19530;MORDEDOR MORANGUINHO DE DENTIÇÃO;746775143619;X5412;14.44;13;0;0
19488;MEU PRIMEIRO PATINS  AJUSTAVEL TRI LINE/IN LINE ROSA;790762092930;TL-01R;430;387;1;5242
19489;TARATURA NINJA COM DISPARADOR E 1 GUERREIRO;7898486485489;3493;26.29;23.66;0;0
19490;ROBO LUTADOR UNIVERSAL;7907621280978;;170.5;153.45;0;5242
19531;AVIÃO AVULSO HOT WHEELS;746775269012;BBL47;26.66;23.99;0;0
19491;ROBO GUARDIOES DA CIDADE;7907628480388;;52.69;47.42;0;0
19492;ROBO SUPER HEROI;7907621080394;;79.2;71.28;0;0
19506;CANTANDO COM VOCE;7896964619838;1983;103.4;93.06;0;0
19507;COTIPLAS BOUTIQUE BEBE CONFORTO;7896964619548;1954;48.29;43.46;0;0
19508;COTIPLAS BOUTIQUE BANHEIRA;7896964619531;1953;41.79;37.61;0;0
19509;PLAY TIME CARRO DE ATIVIDADES;7896964619517;1951;110;99;0;149
19521;CEPO COM FACAS 6 PÇS GRAFITE;7891112229396;23498/615;175;157.5;0;5932
19534;FAQUEIRO COSMOS CX MASTER 240 PÇS;;66950/244;1442.49;1298.24;0;87
19522;JOGO DE FERRAMENTAS GREMIO 6 PÇS;7891114103465;41110/502;28.89;26;0;4869
19510;PLAY TIME ANDADOR DE ATIVIDADES;7896964619494;1949;93.78;84.4;0;149
19523;SACA ROLHAS INOX GREMIO;7891112133259;26337/110;26.4;23.76;0;4869
19524;TRENA GREMIO 3 M;7891114103342;43165/303;10.89;9.8;0;4869
19566;QUEBRA CABEÇA + JOGO DA MEMORIA;7896448175409;95;29.7;26.73;0;0
19535;BARBIE FADA TEREZA;746775180263;X9450;58.19;52.37;0;0
19555;FRONHA ANJO;7898458070149;;63.8;57.42;0;0
19556;FRONHA AMIGAS DE OURO;7898458070224;;40.7;36.63;0;0
19567;BABY VAN;7896448146607;466;32.89;29.6;0;0
19574;SAPEQUINHA COM MANTINHA;7899525602584;258;45.1;40.59;0;0
19568;BUZUNGA ONIBUS ANIMADO;7896448159003;590;87.45;78.71;0;0
19536;UNO ROBOTO;746775060565;W5775;164.89;148.4;0;0
19557;PORTA RETRATO MAQUINA DE ESCREVER;7898458081633;;68.2;61.38;0;0
19537;IMAGINEXT SUPER DINO AZUL;746775040383;W2605;233.2;209.88;0;0
19538;IMAGINEXT NAVIO PESADELO DO MAR;746775092467;W9596;524.7;472.23;0;5217
19558;CANECA TA NA AREA;7898458074345;;41.8;37.62;0;0
19539;GAVETEIRO BARBIE/HOT WHEELS;7896744890709;BB9070;153.89;138.5;0;0
19569;TRENZINHO DOS BICHOS;7896448161600;616;42.9;38.61;0;0
19570;CARRINHO DOBRAVEL;7896448174006;740;79.2;71.28;0;0
19560;PERSONAGENS SCOOBY DOO;7898486481948;3142;10.89;9.8;0;0
19575;BAILARINA CLASSICA;7899525609705;970;48.95;44.06;0;0
19540;CAIXA COM ALÇA 9 L HELLO KITTY;7896744895407;HK9540;23.54;21.19;0;0
19541;CAIXA COM ALÇA 22 L HELLO KITTY;7896744895452;HK9545;41.69;37.52;0;0
19576;ALMOFADA OVELHA FLOR;7899525202340;20234;42.9;38.61;0;0
19582;AMIGUINHOS ROLANDO DE RIR;7899525602720;272;42.9;38.61;0;0
19561;POTE DE GOSMA COM 2 PERSONAGENS SCOOBY DOO;7898486481955;3143;36.19;32.57;0;0
19542;PORTA RETRATO JANELA MUITO AMOR;7898458093001;;80.3;72.27;0;0
19562;5 PERSONAGENS SCOOBY DOO DE GOSMA;7898486481979;3145;57.2;51.48;0;0
19543;SUPER CAIXA DIVERTIDA;7896497501709;MK170;160;144;0;8440
19544;HOT WHEELS LANÇADOR SPIN SHOTZ;746775183837;Y0098;60.39;54.35;0;0
19563;DUPLA DE PERSONAGENS SCOOBY DOO COM GOSMA;7898486481962;3144;30.58;27.52;0;0
19564;MAQUINA MISTERIO CAÇA FANTASMA SCOOBY DOO;7898486481993;3147;213.4;192.06;0;0
19577;CHAVEIRO ATIVIDADES;7899525602263;226;55;49.5;0;4340
19545;FAZENDINHA 53 PÇS;7896497501815;MK181;81;72.9;0;8440
19546;BRINKADEIRA CARROS 15 PÇS;7896497501990;MK199;49.5;44.55;0;8440
19565;MANSAO MISTERIO COM TORRE DE GOSMA SCOO BY DOO;7898486482006;3148;361.9;325.71;0;0
19578;MESA DE ATIVIDADES MUSICAL;7899525600191;19;123.2;110.88;0;4340
19547;PULSEIRAS ASSUSTADORAS;783918008510;MH0851;82.5;74.25;0;5217
19583;CARRINHO ANIMAL ONÇA;;5210;44;39.6;0;4340
19548;BRILHA NO ESCURO;783918008619;MH0861;15.4;13.86;0;0
19609;BONECA BAILARINA POA;7899525609712;971;53.9;48.51;0;0
19549;MEGA ESCAVADEIRA;7896497501174;MK117;65;58.5;0;8440
19550;CARRINHO DE PUXAR 60 PÇS;7896744895308;9530;58.85;52.97;0;0
19551;BLOCOS DE MONTAR 56 PÇS;7896744895209;9520;32.89;29.6;0;0
19552;AMERICAN TRUCK II;7896497501273;MK127;23.1;20.79;0;0
19579;SUPER OFICINA;7899525609484;948;50.38;45.34;0;0
19580;MUSICAL ENCANTADO;7898513496662;9666;63.36;57.02;0;0
19584;ANIMAIS MUSICAIS;7899525600344;34;41.25;37.13;0;0
19581;FERRAMENTAS COM LUZ E SOM;7899525609477;947;23.1;20.79;0;0
19553;LIMPE E BRINQUE HELLO KITTY;7896744895100;9510;57.2;51.48;0;0
19585;ATIVIDADES FUNNY;7899525647462;4746;37;33.3;0;4340
19554;HOT WHEELS TURBO GARAGEM;746775055950;R1709;98.99;89.09;0;0
19610;BONECA KARINA;7899525606704;20463;54.89;49.4;0;0
19586;MORDEDOR CHAVEIRO MUSICAL;7899525620960;2096;54.89;49.4;0;0
19611;MINI BATERIA MUSICAL;7899525200179;20017;29.59;26.63;0;0
19587;ALMOFADA DE PESCOÇO GIRAFA;7899525620526;2052;52.8;47.52;0;0
19612;CONJUNTO BLAK TIE 5 PÇS;7898435824567;3962;94.4;84.96;0;8236
19588;CACHORRINHO YORK SHIRE;7899525628638;2863;79.99;71.99;0;4340
19616;PRATO PARA BOLO ATHENAS COM PE;7898453414337;1433;127.55;114.8;0;103
19589;PIG SENTADO G;7899525202401;20240;53.9;48.51;0;0
19613;CONJUNTO PARA CHURRASCO BARBECUE 9 PÇS;7898453436759;3675;133;119.7;0;8236
19591;LEAOZINHO COLORE;7899525620120;2012;93.5;84.15;0;0
19618;CANECA TAKE A BREAK;7898458080148;;38.39;34.55;0;0
19592;LAGARTOTO;7899525620267;2026;52.36;47.12;0;0
19619;CANECA TERMOSSENSIVEL ESTRELAS;7898458095500;;42.9;38.61;0;5048
19593;FAZENDINHA BOLOTINHA;7899525200629;20062;17.38;15.64;0;0
19614;JOGO PARA BOLO 7 PÇS BARROCO;7899262420588;2058;68.2;61.38;0;0
19595;CONJUNTO DE CHOCALHOS BABY;7899525609378;10650;100;90;0;4340
19617;JOGO DE UTENSILIOS 5 PÇS UTILITY GRANDE;7891116083857;66812//720;140.69;126.62;0;0
19596;ATIVIDADES PARA BERÇO;7898513496358;9635;35.09;31.58;0;0
19802;LATA MY PET;7893220174629;18914;30.58;27.52;0;0
19597;BONECA CAROL FLORZINHA P;7898480117218;1721;36.3;32.67;0;0
19598;AVIAOZINHO COM CACHORRO MUSICAL;7898513494958;9495;36.08;32.47;0;0
19599;NANINHA DOGUINHO;7899525600290;2076;31.9;28.71;0;4340
19620;KIT VINHO PAI NO PODIUM;7898458079685;;32.89;29.6;0;0
19600;GORILA CACHECOL;7899525620212;2021;117.7;105.93;0;0
19601;CROCODILOCO;7899525620250;2025;75.9;68.31;0;0
19621;KIT CHURRASCO TA NA AREA;7898458093308;;86.9;78.21;0;0
19602;GATINHO;7899525620007;2000;41.14;37.03;0;0
19603;DEFENSOR DO ESPAÇO ARMA;7898480114385;1438;37.29;33.56;0;0
19631;PORTA RETRATO RETANGULAR SUPER AMIGAS;;23170;25;22.5;0;0
19622;FRONHA DONO MIMADO;7898458042757;;47.3;42.57;0;0
19632;AGARRADINHOS AMO GATOS;;21767;106.15;95.54;0;0
19604;URSINHA CAMISETA;7899525647301;4729;60;54;0;4340
19605;URSO QUE REZA;7898406285359;8535;48.4;43.56;0;0
19623;FRONHA TURISTA CHIC;7898458070125;;40.15;36.14;0;0
19640;ASSADEIRA OVAL 29 CM;7898519827996;;46.75;42.08;0;0
19624;FRONHA GLOSSI;7898458064674;;25;22.5;0;0
19633;PORTA CD CLASSICOS;19865;;34.1;30.69;0;0
19625;ESTOJO PASTA DE DENTE DIVERTIDO;7898458080209;;19.69;17.72;0;0
19634;CAIXA DE METAL;19954;19954;46.09;41.48;0;0
19606;ELEFANTINHO COLORE;7899525620144;2014;125;112.5;0;4340
19607;MACAQUINHO COLORE;7899525620151;2015;80.3;72.27;0;0
19641;ASSADEIRA OVAL 36 CM;7898519821291;;61.49;55.34;0;0
19608;AMIGUINHOS DA SELVA PEQUENO;7899525609972;997;30.47;27.42;0;0
19626;DESPERTADOR DIGITAL TV;7898458093070;;75.9;68.31;0;0
19635;KIT DE DUAS FRONHAS AMO VOCE;19638;19638;60.49;54.44;0;0
19642;DUO DE CAÇAROLA COM TAMPA EM PORCELANA;7898519828009;;189.09;170.18;0;0
